文件路径：/home/xuchen/FanMing/file/topicScore/Google/Productivity.txt
文件总数：569
敏感函数个数:216
函数名,主题使用次数,恶意使用次数,威胁评分
android/accounts/AccountManager:setUserData(android/accounts/Account;java/lang/String;java/lang/String;)V,9/569,0/6154,0.0
android/accounts/AccountManager:setPassword(android/accounts/Account;java/lang/String;)V,1/569,0/6154,0.0
android/widget/VideoView:resume()V,4/569,0/6154,0.0
android/provider/Browser:updateVisitedHistory(android/content/ContentResolver;java/lang/String;Z)V,1/569,0/6154,0.0
android/media/AudioManager:setBluetoothScoOn(Z)V,3/569,0/6154,0.0
android/content/ContentResolver:isSyncPending(android/accounts/Account;java/lang/String;)Z,1/569,0/6154,0.0
android/speech/SpeechRecognizer:setRecognitionListener(android/speech/Recognitionistener;)V,14/569,0/6154,0.0
android/media/AudioManager:startBluetoothSco()V,4/569,0/6154,0.0
android/provider/UserDictionary$Words:addWord(android/content/Context;java/lang/String;II)V,1/569,0/6154,0.0
android/location/LocationManager:requestLocationUpdates(JFandroid/location/Criteria;android/app/PendingIntent;)V,1/569,0/6154,0.0
android/media/AudioManager:stopBluetoothSco()V,4/569,0/6154,0.0
android/speech/SpeechRecognizer:stopListening()V,8/569,0/6154,0.0
android/inputmethodservice/KeyboardView:setKeyboard(android/inputmethodservice/Keyboard;)V,7/569,0/6154,0.0
android/nfc/tech/Ndef:close()V,1/569,0/6154,0.0
android/nfc/NfcAdapter:setNdefPushMessageCallback(android/nfc/NfcAdapter$CreateNdefMessageCallback;android/app/Activity;[android/app/Activity;)V,3/569,0/6154,0.0
android/accounts/AccountManager:getAuthTokenByFeatures(java/lang/String;java/lang/String;[java/lang/String;android/app/Activity;android/os/Bundle;android/os/Bundle;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,1/569,0/6154,0.0
android/accounts/AccountManager:peekAuthToken(android/accounts/Account;java/lang/String;)java/lang/String;,2/569,0/6154,0.0
android/bluetooth/BluetoothHeadset:stopVoiceRecognition(android/bluetooth/BluetoothDevice;)Z,2/569,0/6154,0.0
android/location/LocationManager:requestSingleUpdate(java/lang/String;android/location/ocationistener;android/os/ooper;)V,1/569,0/6154,0.0
android/provider/CalendarContract$Instances:query(android/content/ContentResolver;[java/lang/String;JJ)android/database/Cursor;,1/569,0/6154,0.0
android/accounts/AccountManager:setAuthToken(android/accounts/Account;java/lang/String;java/lang/String;)V,2/569,0/6154,0.0
